Medicamento;Enlace;Sintomas
Ácido azelaico tópico;https://medlineplus.gov/spanish/druginfo/meds/a603020-es.html;El gel y la espuma de ácido azelaico se usa para eliminar las protuberancias, las lesiones y la tumefacción, todos síntomas provocados por la rosácea (una enfermedad que afecta a la piel y que causa enrojecimiento, rubor y espinillas en la cara). La crema de ácido azelaico se usa para tratar las espinillas y hinchazón causado por el acné. El ácido azelaico pertenece a una clase de medicamentos llamados ácidos dicarboxílicos. Funciona al tratar la rosácea por reducir hinchazón y enrojecimiento de la piel. Funciona al matar las bacterias que infectan los poros y al disminuir la producción de queratina, una sustancia natural que puede conducir al desarrollo de acné.
Ácido Aminolevulínico Tópico;https://medlineplus.gov/spanish/druginfo/meds/a607062-es.html;"El ácido aminolevulínico se usa junto con la terapia fotodinámica (TFD; luz azul especial) para tratar la queratosis actínica (formación de pequeñas protuberancias con costras o escamosas, o cornificaciones, sobre o debajo de la piel debido a la exposición a la luz solar y que pueden convertirse en cáncer) en el rostro o el cuero cabelludo. El ácido aminolevulínico pertenece a una clase de medicamentos llamados agentes fotosensibilizadores. Cuando el ácido aminolevulínico se activa con la luz, deteriora las células de las lesiones por queratosis actínica."
Ácido aminocaproico inyectable;https://medlineplus.gov/spanish/druginfo/meds/a608024-es.html;"El ácido aminocaproico inyectable se usa para controlar el sangrado que se presenta cuando los coágulos de sangre se disuelven demasiado rápido. Este tipo de sangrado puede ocurrir durante o después de una cirugía del corazón o el hígado, en personas con ciertos trastornos hemorrágicos; en personas con cáncer de la próstata (una glándula reproductora masculina), del pulmón, del estómago o del cuello uterino (abertura del útero); y en mujeres embarazadas con abrupción de la placenta (cuando la placenta se desprende del útero antes que el bebé esté listo para nacer). El ácido aminocaproico inyectable también se usa para controlar el sangrado del aparato urinario (los órganos que producen y excretan la orina) que puede ocurrir después de una cirugía de la próstata o el riñón o en personas con ciertos tipos de cáncer. El ácido aminocaproico inyectable no debe usarse para tratar el sangrado que no es causado por la desintegración más rápida que lo normal de un coágulo de sangre, de modo que quizás su médico ordene pruebas para determinar la causa de su hemorragia antes de que empiece su tratamiento. El ácido aminocaproico inyectable pertenece a una clase de medicamentos llamados hemostáticos."
Aspirina;https://medlineplus.gov/spanish/druginfo/meds/a682878-es.html;La aspirina prescripta se usa para aliviar los síntomas de la artritis reumatoide (un tipo de artritis causada por la inflamación del revestimiento de las articulaciones), osteoartritis (un tipo de artritis causada por el desprendimiento del revestimiento de las articulaciones), lupus eritematoso sistémico (un trastorno en el cual el sistema inmune ataca las articulaciones y órganos y causa dolor e inflamación) y ciertos otros trastornos reumatológicos (trastornos en los cuales el sistema inmune ataca partes del cuerpo). La aspirina sin prescripción se usa para bajar la fiebre y aliviar el dolor leve a moderado causado por dolor de cabeza, , períodos menstruales, artritis, dolor en los dientes y dolores musculares. La aspirina sin prescripción también se usa para prevenir ataques cardíacos en personas que tuvieron un ataque cardíaco en el pasado o que tienen angina (dolor en el pecho que se presenta cuando el corazón no recibe suficiente oxígeno). La aspirina sin prescripción también se usa para reducir el riesgo de muerte en personas que tuvieron o han tenido un ataque cardíaco reciente. La aspirina sin prescripción también se usa para prevenir accidentes cerebrovasculares isquémicos (accidentes que se producen cuando un coágulo sanguíneos bloquea el pasaje de sangre hacia el cerebro) o miniaccidentes cerebrovasculares (accidentes que se producen cuando el flujo de sangre hacia el cerebro queda bloquea por un corto período) en personas que han tenido este tipo de accidentes o mini-accidentes cerebrovasculares en el pasado. La aspirina no previene los accidentes cerebrovasculares hemorrágicos (accidentes causados por hemorragias en el cerebro). La aspirina pertenece a un grupo de medicamentos llamados salicilatos. Su acción consiste en detener la producción de ciertas sustancias naturales que causan fiebre, dolor, inflamación y coágulos sanguíneos.
Aspirina rectal;https://medlineplus.gov/spanish/druginfo/meds/a621021-es.html;La aspirina rectal se usa para bajar la fiebre y aliviar el dolor leve a moderado causado por dolor de cabeza, , periodos menstruales, artritis, dolor en los dientes y dolores musculares. La aspirina pertenece a un grupo de medicamentos llamados salicilatos. Su acción consiste en detener la producción de ciertas sustancias naturales que causan fiebre, dolor, inflamación y coágulos sanguíneos.
Ácido aminocaproico;https://medlineplus.gov/spanish/druginfo/meds/a608023-es.html;"El ácido aminocaproico se usa para controlar el sangrado que se presenta cuando los coágulos de sangre se disuelven demasiado rápido. Este tipo de sangrado puede ocurrir durante o después de una cirugía del corazón o el hígado, en personas con ciertos trastornos hemorrágicos; en personas con cáncer de la próstata (una glándula reproductora masculina), del pulmón, del estómago o del cuello uterino (abertura del útero); y en mujeres embarazadas con abrupción de la placenta (cuando la placenta se desprende del útero antes de que el bebé esté listo para nacer). El ácido aminocaproico también se usa para controlar el sangrado del aparato urinario (los órganos que producen y excretan la orina) que puede ocurrir después de una cirugía de la próstata o el riñón o en personas con ciertos tipos de cáncer. El ácido aminocaproico no debe usarse para tratar el sangrado que no es causado por la desintegración más rápida que lo normal de un coágulo de sangre, de modo que quizás su médico ordene pruebas para determinar la causa de la hemorragia antes de que empiece su tratamiento. El ácido aminocaproico pertenece a una clase de medicamentos llamados hemostáticos. Actúa haciendo más lenta la desintegración de los coágulos de sangre."
Aciclovir tópico;https://medlineplus.gov/spanish/druginfo/meds/a606001-es.html;La crema de aciclovir se usa para tratar el herpes labial (ampollas de la fiebre causadas por un virus llamado herpes simple) en la cara o los labios. El ungüento de aciclovir se usa para tratar los primeros brotes del herpes genital (infección causada por el virus herpes que esporádicamente provoca lesiones en los genitales y el recto), y para tratar ciertos tipos de lesiones causadas por el virus herpes simple en las personas con sistemas inmunitarios débiles. Pertenece a una clase de medicamentos antivíricos llamados análogos de los nucleósidos sintéticos. Funciona al detener la propagación del herpes en el cuerpo. El aciclovir no cura el herpes labial o el genital, no previene los brotes ni detiene la propagación del virus a otras personas.
Aciclovir bucal;https://medlineplus.gov/spanish/druginfo/meds/a619042-es.html;"El aciclovir bucal se usa para tratar el herpes labial (herpes de la boca o ampollas ocasionadas por la fiebre; ampollas provocadas por un virus conocido como herpes simplex) en el rostro o en los labios. El aciclovir se encuentra en una clase de medicamentos antivirales llamados análogos de nucleósidos sintéticos. Funciona al detener la propagación del virus del herpes en el cuerpo."
Aciclovir oftálmico;https://medlineplus.gov/spanish/druginfo/meds/a619029-es.html;El aciclovir oftálmico se usa para tratar una infección en el ojo provocada por el virus del herpes simple. El aciclovir se encuentra en una clase de medicamentos antivirales llamados análogos de nucleósidos sintéticos. Funciona al detener la propagación del virus del herpes en el ojo.
Aciclovir;https://medlineplus.gov/spanish/druginfo/meds/a681045-es.html;"Aciclovir se usa para reducir el dolor y acelerar la curación de las heridas o ampollas en las personas que tienen varicela,  herpes zóster (culebrilla; una erupción cutánea que puede producirse en las personas que han tenido varicela), y en aquellas que tienen por primera vez o que vuelven a tener brotes del herpes genital (una infección causada por el virus herpes que provoca heridas alrededor de los genitales y esporádicamente en el recto). El aciclovir también se usa a veces para prevenir los brotes del herpes genital en las personas que están infectadas por el virus. El aciclovir se encuentra en una clase de medicamentos antivirales llamados análogos de nucleósidos sintéticos. Actúa al detener la propagación del virus del herpes en el cuerpo. Este medicamento no cura el herpes genital y no puede prevenir su transmisión a otras personas."
Tetraciclina;https://medlineplus.gov/spanish/druginfo/meds/a682098-es.html;"La tetraciclina se usa para tratar las infecciones causadas por bacterias incluidas la neumonía y otras infecciones del tracto respiratorio; algunas infecciones de la piel, de los ojos, del sistema linfático, del aparato digestivo, del aparato reproductor y del sistema urinario; y algunas otras infecciones que se propagan a través de garrapatas, piojos, ácaros y animales infectados. También se usa con otros medicamentos para tratar el acné. La tetraciclina también se usa para tratar las plagas y la tularemia (infecciones graves que se pueden contagiar a propósito como parte de un ataque de bioterrorismo). También se puede utilizar en los pacientes que no pueden ser tratados con penicilina para tratar determinados tipos de intoxicación por alimentos, y ántrax (una infección grave que se puede contagiar a propósito como parte de un ataque de bioterrorismo).  La tetraciclina pertenece a una clase de medicamentos llamados antibióticos de tetraciclina. Funciona al prevenir la multiplicación y la propagación de las bacterias."
Medroxiprogesterona;https://medlineplus.gov/spanish/druginfo/meds/a682470-es.html;La medroxiprogesterona se usa para tratar la menstruación anormal (períodos) o la hemorragia vaginal irregular. La medroxiprogesterona también se usa para producir un ciclo menstrual normal en las mujeres que anteriormente menstruaban con normalidad, pero que no han menstruado durante al menos 6 meses y que no están embarazadas o en la menopausia (cambio de vida). La medroxiprogesterona también se usa para prevenir el crecimiento excesivo del tejido de recubrimiento del útero (matriz) y puede disminuir el riesgo de desarrollar cáncer de útero en las pacientes que están tomando estrógeno. La medroxiprogesterona pertenece a una clase de medicamentos llamados progestinas. Funciona al detener el crecimiento del recubrimiento del útero y al estimular al útero a producir ciertas hormonas.
